,age,job,marital,education,balance,housing,loan,day,month,duration,campaign,pdays,previous,deposit
5867,31,7,0,0,20,0,0,18,10,52,1,-1,0,0
5868,26,3,0,0,1417,1,0,6,5,60,3,-1,0,0
5869,51,3,2,0,340,1,0,8,4,186,1,-1,0,0
5870,34,4,1,0,4062,1,1,15,4,29,1,-1,0,0
5871,26,1,0,2,133,0,1,25,6,57,3,-1,0,0
5872,32,0,1,1,0,1,1,17,10,107,2,-1,0,0
5873,38,4,0,0,8876,0,0,2,1,280,1,75,1,0
5874,52,3,0,0,423,1,1,20,9,139,2,96,7,0
5875,44,0,0,1,58,1,0,14,6,72,3,-1,0,0
5876,31,4,0,0,5,1,0,16,4,216,1,-1,0,0
5877,38,4,0,2,175,0,0,17,5,132,2,-1,0,0
5878,32,10,0,2,1349,1,0,7,7,132,2,-1,0,0
5879,41,1,0,2,6596,1,0,20,10,88,1,-1,0,0
5880,48,0,0,1,1741,1,1,18,10,40,1,-1,0,0
5881,29,1,0,2,25,1,0,4,5,188,2,-1,0,0
5882,41,0,0,1,0,1,0,13,4,161,1,-1,0,0
5883,49,0,0,1,4374,1,0,31,6,68,3,-1,0,0
5884,40,0,0,1,16,0,1,9,1,47,4,-1,0,0
5885,27,0,1,1,574,1,0,18,4,196,3,-1,0,0
5886,45,1,1,0,615,1,0,15,4,133,1,-1,0,0
5887,48,8,2,1,0,1,1,20,5,139,1,-1,0,0
5888,31,4,0,0,395,0,0,25,6,174,3,-1,0,0
5889,45,1,0,2,678,0,0,5,7,104,3,-1,0,0
5890,43,10,0,2,25,0,0,12,7,121,2,-1,0,0
5891,31,3,1,0,626,1,0,21,4,211,1,-1,0,0
5892,37,0,0,1,165,0,0,24,7,315,1,83,1,0
5893,38,6,0,0,746,0,0,20,5,256,3,-1,0,0
5894,29,4,0,0,376,0,1,28,0,49,3,183,4,0
5895,28,1,0,2,-55,1,0,7,4,361,2,-1,0,0
5896,55,10,2,2,0,0,0,20,5,398,2,-1,0,0
5897,27,2,2,0,21,1,0,18,4,336,1,356,1,0
5898,43,6,0,1,3003,0,0,8,7,358,3,-1,0,0
5899,29,0,1,1,92,0,0,2,5,101,1,92,5,0
5900,52,2,2,0,511,0,1,20,7,98,4,-1,0,0
5901,33,4,0,2,6904,0,0,20,10,114,2,-1,0,0
5902,27,4,1,0,795,0,0,6,1,101,3,-1,0,0
5903,27,2,1,0,0,0,0,6,1,161,1,-1,0,0
5904,31,0,0,1,166,0,0,25,7,392,6,-1,0,0
5905,31,6,0,0,157,1,0,19,4,285,1,-1,0,0
5906,45,2,2,0,0,0,0,26,7,64,2,-1,0,0
5907,34,2,1,0,0,0,0,28,7,195,6,-1,0,0
5908,48,0,2,1,174,0,0,6,7,290,2,-1,0,0
5909,47,1,0,0,1536,1,0,17,3,41,1,301,4,0
5910,49,4,0,0,1114,0,0,17,10,283,1,-1,0,0
5911,55,5,2,1,816,0,0,18,10,113,3,-1,0,0
5912,51,0,1,1,1202,1,0,18,10,99,1,-1,0,0
5913,37,0,1,1,600,1,0,17,10,116,2,196,1,0
5914,33,2,2,0,6,0,0,22,7,239,2,-1,0,0
5916,29,0,1,1,499,1,0,15,4,338,1,-1,0,0
5917,57,10,2,2,0,0,0,9,5,97,1,-1,0,0
5918,60,5,0,0,197,0,0,7,9,1386,1,-1,0,0
5919,51,10,0,2,289,0,0,14,4,97,5,-1,0,0
5920,45,2,1,1,5336,0,0,28,4,99,2,-1,0,0
5921,45,3,0,0,434,0,0,26,7,76,4,-1,0,0
5922,39,0,0,1,691,1,1,16,3,517,1,255,1,0
5923,25,1,1,0,-250,1,0,13,4,456,1,-1,0,0
5924,47,1,0,0,3696,1,0,19,10,635,3,170,2,0
5925,34,1,0,0,2595,1,1,17,3,126,1,336,2,0
5926,40,7,0,0,1077,1,1,17,10,148,2,-1,0,0
5927,48,1,2,0,501,1,0,15,4,12,5,-1,0,0
5928,39,2,1,1,21,1,0,23,4,58,1,-1,0,0
5929,38,4,0,0,797,1,0,20,3,62,4,-1,0,0
5930,32,4,1,0,1659,1,0,30,4,120,6,-1,0,0
5931,27,8,0,0,97,1,1,18,4,13,3,-1,0,0
5932,47,1,0,2,2,1,1,20,10,661,4,190,1,0
5933,40,0,0,1,384,0,0,20,3,200,3,327,2,0
5934,41,2,0,1,63,0,0,25,7,36,3,-1,0,0
5935,40,3,0,0,1327,1,1,26,4,76,2,-1,0,0
5936,39,1,0,0,284,1,1,17,3,1426,2,318,6,0
5937,45,2,0,0,3395,1,0,18,10,92,1,188,1,0
5938,31,4,1,0,2038,1,0,20,4,148,1,-1,0,0
5939,27,3,1,0,15,0,1,21,6,177,1,-1,0,0
5940,56,1,1,0,1187,1,0,5,1,47,2,-1,0,0
5941,39,3,0,0,3047,1,0,11,4,279,1,370,2,0
5942,52,0,0,1,11650,1,0,17,10,48,1,-1,0,0
5943,58,0,1,1,1387,1,0,5,4,174,5,-1,0,0
5944,48,2,1,1,0,0,0,16,5,73,4,-1,0,0
5945,33,1,1,0,1387,0,0,5,1,185,1,-1,0,0
5946,38,4,2,0,446,1,0,18,5,373,4,-1,0,0
5947,42,2,1,0,275,0,0,26,7,31,8,-1,0,0
5948,36,0,2,0,1655,1,0,18,10,155,2,-1,0,0
5949,35,2,1,0,196,1,0,21,10,318,1,-1,0,0
5950,45,2,1,1,0,0,0,22,7,87,4,-1,0,0
5951,51,2,0,0,1327,0,0,7,6,21,2,-1,0,0
5952,43,10,0,2,0,1,0,25,7,152,3,-1,0,0
5953,45,2,2,1,206,0,0,13,7,376,4,-1,0,0
5954,30,3,1,0,523,0,1,12,5,136,3,101,1,0
5955,40,0,0,1,0,0,0,22,7,61,4,-1,0,0
5956,56,4,0,2,444,1,0,6,5,432,1,-1,0,0
5957,48,0,2,1,1401,1,0,20,5,72,3,-1,0,0
5958,32,3,0,0,205,0,0,18,6,197,3,-1,0,0
5959,47,3,1,0,3957,1,0,11,4,58,3,334,3,0
5960,30,2,1,0,9645,0,1,26,7,130,10,-1,0,0
5961,37,0,0,1,620,1,0,17,10,93,3,-1,0,0
5962,52,1,1,0,1541,1,0,14,4,243,1,-1,0,0
5963,49,5,0,2,-37,0,0,4,6,191,2,-1,0,0
5964,53,0,0,1,-601,1,0,30,4,509,2,-1,0,0
5965,53,4,0,0,197,1,0,17,3,307,1,-1,0,0
5966,34,2,2,0,-276,1,0,29,4,175,3,-1,0,0
5967,40,3,0,0,824,1,0,17,3,359,1,-1,0,0
5968,39,4,0,0,636,1,0,12,4,15,1,-1,0,0
5969,33,1,0,0,19,1,0,4,1,56,1,271,1,0
5970,41,1,0,0,641,1,0,13,4,161,1,-1,0,0
5971,31,0,1,1,2983,1,0,2,6,153,1,-1,0,0
5972,45,4,2,0,0,1,1,21,10,173,1,192,1,0
5973,23,3,1,0,252,1,0,15,4,56,1,-1,0,0
5974,51,0,2,1,119,0,0,5,5,112,2,-1,0,0
5975,34,0,1,1,171,1,0,7,4,191,1,294,1,0
5976,36,0,0,1,0,1,0,27,4,145,2,-1,0,0
5977,42,3,2,0,-249,1,0,14,6,149,3,-1,0,0
5978,33,0,0,1,455,1,1,29,4,122,10,-1,0,0
5979,46,0,0,0,10,1,0,29,6,122,7,-1,0,0
5980,37,3,0,0,529,1,0,16,8,234,1,149,2,0
5981,33,0,1,1,1859,1,0,30,0,1169,4,-1,0,0
5982,30,3,1,0,613,1,0,17,3,180,2,302,1,0
5983,53,2,2,0,751,1,0,16,4,343,4,-1,0,0
5984,46,0,0,0,0,0,0,27,7,38,6,-1,0,0
5985,35,0,0,1,1471,1,1,13,7,236,3,-1,0,0
5986,36,2,1,0,7503,1,0,4,5,25,1,-1,0,0
5987,46,2,0,0,68,1,1,16,5,87,3,-1,0,0
5988,31,1,1,0,530,0,1,18,10,251,2,-1,0,0
5989,52,0,0,1,1319,1,0,17,10,113,1,-1,0,0
5990,48,3,1,0,479,1,1,18,5,533,3,-1,0,0
5991,45,1,0,2,360,0,0,20,5,98,2,-1,0,0
5992,36,0,1,1,2163,0,0,5,5,317,1,-1,0,0
5993,53,5,0,2,136,1,0,6,4,267,2,-1,0,0
5994,35,0,0,1,-196,1,0,22,6,216,2,-1,0,0
5995,44,0,0,1,4087,1,0,19,4,457,5,-1,0,0
5996,38,0,0,1,1354,1,0,29,0,50,2,-1,0,0
5997,44,1,0,2,2,0,1,7,6,46,2,-1,0,0
5999,32,2,1,1,514,1,1,7,4,138,1,168,1,0
6000,59,1,0,2,6212,1,0,5,4,574,2,-1,0,0
6001,31,0,1,1,424,0,1,7,7,224,2,-1,0,0
6002,52,0,0,1,499,0,0,6,7,115,4,-1,0,0
6003,26,2,0,1,8,1,1,13,4,262,2,-1,0,0
6004,40,4,0,0,1305,0,0,22,6,255,1,-1,0,0
6005,35,2,1,0,300,1,0,9,4,338,4,-1,0,0
6006,54,3,0,2,976,1,0,3,5,137,3,-1,0,0
6007,36,8,0,1,2700,0,0,4,1,99,3,-1,0,0
6008,45,6,0,1,-497,1,1,20,10,260,1,-1,0,0
6009,29,7,1,0,2424,0,0,6,1,93,1,-1,0,0
6010,49,0,2,1,-2049,1,0,30,4,169,3,-1,0,0
6011,52,4,0,0,2081,1,0,29,4,150,1,-1,0,0
6012,52,0,0,0,189,0,0,22,7,90,2,-1,0,0
6013,47,7,2,0,0,0,1,30,0,127,2,233,8,0
6014,33,4,2,0,327,1,0,7,4,109,1,-1,0,0
6015,30,2,1,0,426,1,0,17,10,127,4,111,6,0
6016,52,6,2,0,1291,1,0,19,10,559,1,169,2,0
6017,54,0,2,1,3473,1,0,12,7,306,2,-1,0,0
6018,59,5,0,0,434,1,0,12,4,63,3,-1,0,0
6019,35,0,0,1,105,1,0,6,4,36,1,365,3,0
6020,29,1,0,0,975,1,0,27,4,265,2,-1,0,0
6021,33,2,1,0,-479,0,0,7,7,235,1,-1,0,0
6022,32,2,0,2,62,1,1,13,4,120,1,-1,0,0
6023,50,1,0,2,0,0,0,9,5,199,4,-1,0,0
6024,54,8,0,0,0,0,0,9,5,96,1,-1,0,0
6025,49,2,1,0,1202,1,0,18,5,122,1,-1,0,0
6026,39,3,1,0,2854,1,0,2,5,64,1,-1,0,0
6027,34,0,1,1,9,0,0,11,6,439,2,-1,0,0
6028,31,6,1,0,203,0,1,19,10,177,1,-1,0,0
6029,46,2,2,1,0,1,0,11,7,249,5,-1,0,0
6030,59,5,0,0,2467,0,0,20,10,972,2,-1,0,0
6031,32,2,0,1,3850,1,0,20,3,63,4,-1,0,0
6032,39,3,0,0,47,1,0,16,7,143,2,371,6,0
6033,54,1,0,2,1895,1,0,17,3,345,1,-1,0,0
6034,33,2,2,0,522,0,1,7,6,559,4,-1,0,0
6035,59,1,0,0,-918,1,0,16,5,253,2,-1,0,0
6036,28,1,1,0,-193,0,0,18,6,580,7,-1,0,0
6037,48,1,0,0,48,1,1,29,4,144,1,-1,0,0
6038,39,0,0,1,0,1,1,17,6,301,1,-1,0,0
6039,41,2,0,0,201,0,1,14,6,53,8,-1,0,0
6040,33,3,1,0,598,1,0,28,4,189,1,-1,0,0
6041,37,0,0,2,1506,0,0,2,10,101,3,80,3,0
6042,30,3,0,1,26,1,0,16,3,62,1,323,1,0
6043,36,0,0,1,1582,0,0,3,1,26,2,197,1,0
6044,53,1,2,2,559,0,0,9,1,16,5,-1,0,0
6045,26,3,1,0,0,1,0,16,6,157,2,-1,0,0
6046,59,5,0,2,-411,0,0,29,0,225,1,-1,0,0
6047,44,1,1,0,36,1,0,8,4,712,1,-1,0,0
6048,55,7,0,0,512,0,0,28,0,70,1,-1,0,0
6049,26,1,1,0,786,1,1,14,4,103,5,-1,0,0
6050,41,1,0,2,3658,1,0,9,3,268,1,330,1,0
6051,28,0,1,1,-227,1,0,4,5,298,2,-1,0,0
6052,40,0,0,1,423,1,0,30,6,134,24,-1,0,0
6053,47,7,2,0,947,0,0,5,1,124,2,-1,0,0
6054,39,4,0,2,324,1,0,8,4,340,2,312,4,0
6055,38,1,0,0,0,1,0,9,5,254,1,-1,0,0
6056,37,4,0,0,1694,1,1,29,0,404,2,251,6,0
6057,36,1,0,0,2894,1,0,17,6,747,1,-1,0,0
6058,53,0,0,0,2693,0,0,21,10,140,1,-1,0,0
6059,47,2,0,0,644,0,0,28,0,54,3,160,13,0
6060,28,0,1,1,185,0,0,30,0,651,2,-1,0,0
6062,25,0,1,1,2399,1,0,3,5,193,2,-1,0,0
6063,39,3,0,1,1322,1,0,24,8,157,3,486,1,0
6064,60,5,0,0,194,0,1,30,6,61,5,-1,0,0
6065,39,3,0,0,1221,0,0,12,5,97,1,-1,0,0
6066,31,3,1,0,-302,1,1,27,4,235,5,-1,0,0
6067,45,3,0,0,256,0,0,21,10,135,2,-1,0,0
6068,36,2,1,0,0,0,1,26,7,109,14,-1,0,0
6069,44,4,0,0,1335,1,0,30,6,94,5,-1,0,0
6070,33,7,1,0,682,0,0,5,1,251,1,-1,0,0
6071,31,0,0,1,0,0,0,26,7,76,2,-1,0,0
6072,38,3,2,0,3834,1,0,13,3,363,2,327,1,0
6073,50,6,0,0,5312,0,0,23,6,106,3,-1,0,0
6075,33,2,0,0,0,0,0,13,7,78,2,-1,0,0
6076,42,3,0,0,-1386,1,1,15,6,56,4,-1,0,0
6077,42,0,1,1,525,0,0,13,7,127,2,-1,0,0
6078,33,1,0,0,2,0,0,23,4,74,4,-1,0,0
6080,52,1,0,0,1500,0,1,20,5,109,3,-1,0,0
6081,49,2,0,0,378,0,0,9,5,189,2,-1,0,0
6082,30,0,1,1,552,1,0,5,7,648,2,-1,0,0
6083,26,1,1,0,-84,1,1,29,6,63,5,-1,0,0
6084,40,0,0,0,-240,0,1,28,4,160,3,-1,0,0
6085,30,1,0,0,501,1,1,27,4,514,1,-1,0,0
6086,55,7,0,1,5345,0,0,6,4,278,1,-1,0,0
6087,48,6,0,0,1559,0,0,24,11,520,3,133,3,0
6088,28,2,1,1,0,1,0,15,3,217,2,-1,0,0
6089,54,3,0,0,0,1,1,23,6,117,1,-1,0,0
6090,36,0,0,0,1989,0,0,17,5,344,2,-1,0,0
6091,34,3,1,0,598,1,0,17,3,365,1,324,1,0
6092,39,10,0,1,94,0,0,6,7,181,2,-1,0,0
6093,66,5,0,0,3473,0,0,14,3,441,2,-1,0,0
6094,42,1,0,0,349,1,0,7,3,226,2,-1,0,0
6095,55,5,0,2,3876,0,0,21,10,54,1,-1,0,0
6097,63,10,0,0,2,0,0,4,1,45,2,93,1,0
6098,37,3,1,0,9,1,0,14,4,165,1,-1,0,0
6099,24,4,1,0,11,1,0,27,5,114,4,-1,0,0
6100,34,2,1,0,60,0,0,7,7,274,2,-1,0,0
6101,28,0,1,1,882,0,1,8,6,107,2,-1,0,0
6102,58,5,2,1,499,1,1,29,0,181,1,-1,0,0
6103,49,10,2,2,198,1,0,13,4,205,3,-1,0,0
6104,31,1,1,0,2093,0,0,7,6,103,1,-1,0,0
6105,56,5,0,0,74,1,0,26,4,152,2,-1,0,0
6106,43,4,0,0,1220,0,0,28,6,307,2,-1,0,0
6107,32,1,1,0,1342,1,0,23,4,109,2,-1,0,0
6109,55,10,0,2,3680,0,0,16,5,131,1,-1,0,0
6110,31,1,0,2,605,1,0,15,4,334,10,-1,0,0
6111,49,0,0,0,104,1,0,8,4,285,1,-1,0,0
6112,41,3,0,0,683,0,1,20,10,77,1,-1,0,0
6113,56,5,2,2,48,1,0,14,4,132,2,-1,0,0
6114,50,1,2,2,15,1,0,12,4,173,2,350,7,0
6115,37,2,1,0,6714,1,0,23,4,90,1,-1,0,0
6116,35,1,0,2,623,1,0,6,4,97,2,-1,0,0
6117,52,10,0,0,234,0,0,20,10,208,1,-1,0,0
6118,33,2,0,1,599,1,0,29,7,461,2,-1,0,0
6119,42,0,0,1,9916,1,0,21,10,306,1,-1,0,0
6120,33,3,1,0,3160,0,0,18,5,719,13,-1,0,0
6121,35,3,1,0,0,1,0,8,4,376,3,-1,0,0
6122,28,9,1,1,2306,0,0,29,9,140,2,-1,0,0
6123,41,3,2,0,2550,1,0,15,4,894,2,347,2,0
6124,44,1,0,0,701,0,1,3,6,269,2,-1,0,0
6125,26,2,1,0,3244,0,0,2,1,141,1,5,1,0
6126,40,0,1,1,402,1,0,30,4,243,3,-1,0,0
6127,37,0,0,1,6014,1,0,15,6,163,6,-1,0,0
6128,33,1,0,0,-81,1,0,29,0,339,2,-1,0,0
6129,36,3,0,0,898,0,0,15,6,118,5,-1,0,0
6130,28,7,0,0,863,1,1,27,4,355,1,-1,0,0
6131,37,6,1,2,235,1,0,17,3,191,4,323,9,0
6132,32,2,1,0,12,0,0,7,7,173,2,-1,0,0
6133,49,1,0,0,298,1,0,30,3,264,2,86,3,0
6134,36,1,0,0,3463,1,0,21,10,29,4,-1,0,0
6135,39,10,0,2,13338,0,0,11,7,103,4,-1,0,0
6137,32,2,1,1,569,0,1,29,0,348,1,-1,0,0
6138,26,4,0,0,54,1,0,13,4,116,1,-1,0,0
6139,46,3,2,0,875,1,1,11,4,269,3,353,2,0
6140,78,5,2,0,631,0,0,11,7,95,1,-1,0,0
6141,47,3,0,0,3434,1,1,9,6,337,1,-1,0,0
6142,80,5,0,0,1610,0,0,12,7,71,1,-1,0,0
6143,25,9,1,1,505,1,0,6,4,37,1,-1,0,0
6144,50,0,0,1,11528,1,0,30,4,57,1,-1,0,0
6145,36,0,2,1,102,1,0,14,3,114,1,-1,0,0
6146,42,7,0,2,-581,1,0,13,4,224,1,370,2,0
6147,54,0,0,1,0,1,0,24,6,140,2,-1,0,0
6148,43,5,0,2,7298,0,0,11,5,36,2,-1,0,0
6149,29,1,0,0,0,0,0,10,6,45,1,-1,0,0
6150,36,0,0,1,909,1,1,25,6,250,3,-1,0,0
6152,47,3,0,0,829,1,1,18,10,48,1,188,1,0
6153,36,2,1,0,301,1,1,29,6,367,1,-1,0,0
6154,56,2,0,0,147,0,0,12,3,203,1,-1,0,0
6155,55,5,2,0,282,1,0,5,5,99,2,-1,0,0
6156,38,2,2,0,1294,1,0,29,4,565,1,-1,0,0
6157,39,1,2,0,0,1,0,11,4,275,2,307,1,0
6158,35,0,1,1,995,0,0,5,1,39,1,-1,0,0
6159,54,1,0,2,532,0,0,31,6,73,2,-1,0,0
6160,32,4,1,1,785,0,0,3,5,273,1,-1,0,0
6161,30,2,2,0,3028,1,0,28,7,65,5,-1,0,0
6162,51,1,0,0,1022,1,0,8,4,311,3,-1,0,0
6163,39,0,0,2,0,0,0,11,5,308,7,-1,0,0
6164,46,2,0,0,792,0,0,5,5,170,2,-1,0,0
6165,33,3,1,1,490,1,0,7,4,31,1,363,2,0
6166,34,0,0,1,417,1,0,18,10,138,1,-1,0,0
6167,33,0,0,1,2071,0,0,8,7,106,2,-1,0,0
6168,55,1,1,2,1187,1,0,2,5,193,2,-1,0,0
6169,49,4,0,0,280,1,0,14,6,162,3,-1,0,0
6170,37,7,0,1,1236,0,0,29,6,300,2,-1,0,0
6171,29,2,1,1,910,1,0,11,4,278,1,-1,0,0
6172,28,0,1,0,-994,1,1,18,6,174,2,-1,0,0
6173,21,7,1,0,1333,0,0,2,1,120,1,-1,0,0
6174,44,4,0,0,850,0,1,16,6,220,5,-1,0,0
6175,30,0,1,1,3773,1,0,27,4,99,1,-1,0,0
6176,46,0,0,1,460,0,0,28,0,56,1,-1,0,0
6177,33,8,0,0,3140,1,1,21,10,7,5,-1,0,0
6178,40,1,0,0,1028,1,1,17,3,319,1,-1,0,0
6179,42,0,1,1,4264,1,0,28,4,882,1,-1,0,0
6180,44,0,2,1,3932,1,0,8,4,40,2,-1,0,0
6181,32,3,0,0,-1,0,0,8,6,228,2,-1,0,0
6182,34,1,0,0,1682,1,1,28,6,123,3,-1,0,0
6183,55,8,0,0,814,0,1,28,6,69,12,-1,0,0
6184,35,4,0,0,819,1,0,14,6,102,14,-1,0,0
6185,47,3,0,0,1265,0,0,7,7,137,2,-1,0,0
6186,29,3,1,1,514,0,0,2,1,270,1,-1,0,0
6187,47,4,0,0,1764,0,1,26,7,119,6,-1,0,0
6188,39,1,0,2,275,1,0,16,5,189,2,-1,0,0
6189,40,1,0,2,592,1,0,18,4,80,3,350,2,0
6190,42,3,1,0,1143,1,1,17,10,106,1,-1,0,0
6191,31,0,0,1,546,0,0,7,7,147,2,-1,0,0
6192,31,0,0,1,1164,1,1,18,6,238,3,-1,0,0
6193,82,10,2,2,1381,0,0,28,0,86,3,93,1,0
6194,44,0,2,1,0,0,0,6,5,373,1,-1,0,0
6195,32,4,1,0,659,1,0,20,3,12,6,-1,0,0
6196,40,2,0,0,192,1,1,15,4,16,8,351,5,0
6197,26,3,1,0,-12,1,0,4,5,98,1,-1,0,0
6198,30,3,1,0,186,1,0,13,4,390,1,-1,0,0
6199,45,1,0,0,2246,1,1,21,10,197,2,99,2,0
6200,32,0,1,1,124,0,0,4,1,87,2,-1,0,0
6201,56,3,0,0,2087,1,0,12,4,146,1,-1,0,0
6202,58,1,0,0,1298,1,0,29,4,516,4,-1,0,0
6204,43,0,0,1,46,0,0,27,7,63,8,-1,0,0
6205,34,8,2,1,262,0,0,20,10,371,1,-1,0,0
6206,40,4,0,0,0,1,0,21,10,43,1,185,2,0
6207,31,6,1,1,17924,1,0,21,10,608,3,-1,0,0
6208,28,3,0,1,167,1,1,18,1,126,2,-1,0,0
6209,45,3,0,0,967,0,0,9,5,63,1,-1,0,0
6210,33,1,0,0,0,1,0,14,6,305,3,-1,0,0
6211,42,3,0,2,1547,1,1,27,4,272,3,-1,0,0
6212,32,1,0,2,388,1,0,15,3,171,2,-1,0,0
6213,41,6,0,0,1,0,0,19,7,55,4,-1,0,0
6214,32,3,0,0,0,0,0,25,6,209,1,-1,0,0
6215,37,7,0,0,80,0,0,3,1,248,2,-1,0,0
6216,57,3,0,0,4168,1,1,16,4,47,1,-1,0,0
6217,56,0,0,1,0,0,0,19,10,844,2,-1,0,0
6218,37,3,1,0,781,0,0,20,7,75,1,-1,0,0
6219,34,3,0,0,804,1,0,23,6,256,9,-1,0,0
6220,46,1,0,1,993,1,0,16,5,78,1,-1,0,0
6221,40,1,0,2,34,1,0,6,4,350,2,344,1,0
6222,32,2,1,1,0,0,0,20,7,72,4,-1,0,0
6223,28,3,1,0,520,1,0,15,5,29,1,-1,0,0
6224,46,6,0,0,567,0,0,18,6,142,10,-1,0,0
6225,44,0,0,1,7177,0,0,19,5,89,2,-1,0,0
6226,55,0,2,2,3629,1,0,30,4,87,1,-1,0,0
6227,75,5,2,0,2199,0,0,13,10,137,1,-1,0,0
6228,41,0,0,1,223,1,0,16,4,124,1,-1,0,0
6229,30,1,1,2,185,0,0,26,5,11,1,-1,0,0
6230,33,8,0,0,5809,1,0,22,7,219,4,-1,0,0
6231,43,7,0,0,210,1,0,12,4,88,5,-1,0,0
6232,49,6,0,0,-199,1,1,29,0,385,1,-1,0,0
6233,32,1,0,0,897,1,0,7,3,293,3,322,2,0
6234,26,1,2,0,0,1,0,19,4,48,3,-1,0,0
6235,55,1,2,0,7378,0,0,14,4,316,3,-1,0,0
6236,46,0,1,1,593,1,0,29,0,190,3,-1,0,0
6237,31,0,0,1,1224,1,1,20,10,75,2,119,2,0
6238,34,0,0,1,3031,0,0,14,7,94,6,-1,0,0
6239,37,1,0,2,708,1,0,2,1,51,1,-1,0,0
6240,29,2,1,1,542,1,0,9,4,338,3,-1,0,0
6241,24,3,1,1,1141,1,0,23,4,230,1,-1,0,0
6242,46,3,0,0,-42,0,1,28,6,181,12,-1,0,0
6243,41,0,0,1,-556,1,1,26,4,127,3,-1,0,0
6245,27,4,1,1,1501,1,0,24,6,187,1,-1,0,0
6246,44,0,0,1,1850,1,0,6,4,274,1,-1,0,0
6247,39,2,0,0,2266,0,0,22,4,86,1,93,4,0
6248,52,10,0,2,3283,0,0,11,5,553,1,-1,0,0
6249,77,5,1,2,300,0,0,9,8,511,1,-1,0,0
6250,35,2,0,0,1,1,1,21,4,85,1,-1,0,0
6251,49,0,2,1,178,0,0,6,7,174,2,-1,0,0
6252,37,10,0,0,187,0,0,12,5,165,1,-1,0,0
6253,46,0,0,1,229,1,0,5,4,197,1,-1,0,0
6254,43,8,1,1,42,0,0,7,6,285,1,-1,0,0
6255,35,1,0,2,-367,1,0,11,4,77,1,350,1,0
6256,29,3,1,1,8,0,1,2,2,107,1,-1,0,0
6257,52,10,0,2,256,0,0,6,7,137,1,-1,0,0
6258,55,0,0,0,2410,1,0,17,10,135,1,-1,0,0
6259,33,2,0,1,2976,1,0,9,10,465,2,95,12,0
6260,40,1,2,0,-426,0,1,26,4,245,1,-1,0,0
6261,39,1,0,0,39,1,0,18,5,34,6,-1,0,0
6262,61,1,2,2,1428,1,0,5,4,82,2,-1,0,0
6263,63,5,0,0,2030,0,0,6,3,61,6,-1,0,0
6264,44,0,0,1,-1636,1,1,11,4,257,1,-1,0,0
6265,52,4,0,0,108,1,0,15,4,543,12,-1,0,0
6266,58,7,1,1,2094,0,0,1,5,161,2,-1,0,0
6267,38,3,0,0,47,1,1,31,6,50,11,-1,0,0
6268,51,10,0,2,618,1,1,4,1,69,1,-1,0,0
6269,29,6,1,1,162,0,1,25,6,324,1,-1,0,0
6270,42,0,0,1,-671,0,0,28,7,80,2,-1,0,0
6271,56,1,0,2,136,0,0,4,7,270,1,-1,0,0
6272,55,2,0,0,6958,1,1,13,4,178,2,-1,0,0
6273,43,1,0,2,953,1,0,19,4,135,1,-1,0,0
6274,27,1,0,0,821,1,1,16,8,23,1,778,41,0
6275,54,4,0,0,131,0,0,14,7,252,2,-1,0,0
6276,25,0,1,0,1272,1,0,24,6,342,2,-1,0,0
6277,33,1,0,2,-306,1,1,13,4,851,4,-1,0,0
6278,46,3,2,0,3201,1,0,13,4,157,3,-1,0,0
6279,26,4,1,0,1114,0,0,9,1,44,2,-1,0,0
6280,30,3,0,1,4168,0,0,3,5,198,1,-1,0,0
6281,39,2,0,0,0,1,0,5,4,203,1,-1,0,0
6283,49,1,0,0,3309,1,0,15,4,349,2,-1,0,0
6284,49,4,0,0,1377,1,0,7,4,1101,1,-1,0,0
6285,43,10,0,0,150,0,0,28,6,290,7,-1,0,0
6286,60,0,0,1,553,1,0,2,1,343,1,210,3,0
6287,57,2,0,0,458,0,1,15,6,177,3,-1,0,0
6288,38,2,0,0,565,0,0,20,7,93,2,-1,0,0
6289,56,2,0,0,0,1,1,29,3,152,1,223,3,0
6290,45,6,0,0,2278,0,0,17,10,1735,2,-1,0,0
6291,45,0,0,1,210,1,0,21,6,623,1,-1,0,0
6293,40,1,0,2,236,1,0,20,4,167,2,-1,0,0
6294,38,0,1,1,1704,0,0,1,8,222,1,-1,0,0
6295,55,3,2,0,1693,0,0,10,7,247,1,102,3,0
6296,40,2,0,0,372,1,0,21,10,365,1,100,2,0
6297,35,1,1,2,1147,1,1,7,4,29,1,-1,0,0
6298,32,1,0,0,3166,1,0,20,10,418,3,-1,0,0
6299,31,6,0,2,1074,1,0,23,4,1438,2,-1,0,0
6300,49,1,2,0,23,0,0,17,10,221,2,-1,0,0
6301,55,5,0,0,1431,0,1,28,0,107,1,-1,0,0
6302,51,1,0,0,814,1,0,14,4,17,8,-1,0,0
6303,30,7,0,0,142,1,0,20,4,350,4,-1,0,0
6304,37,3,1,0,810,1,0,8,3,376,1,295,1,0
6305,36,0,0,1,1604,1,0,11,5,47,3,-1,0,0
6306,51,0,2,1,0,1,0,28,6,534,4,-1,0,0
6307,29,3,1,0,488,1,0,4,5,105,1,-1,0,0
6309,36,4,0,0,1746,1,0,7,3,15,1,316,1,0
6310,32,1,0,0,-208,1,1,9,4,325,1,-1,0,0
6311,56,5,0,2,152,1,1,30,6,65,7,-1,0,0
6312,46,4,0,0,0,0,0,18,7,74,4,-1,0,0
